Name,Formula,T/K,Cp¡ã,S¡ã, -[G¡ã-H¡ã(Tr)]/T,H-H¡ã(Tr),fH¡ã,fG¡ã,log Kf
Tantalum Chloride (TaCl5),"Cl5Ta1(cr,l)",298.15,147.904,221.752,221.752,0.,-858.975,-746.448,130.775
Tantalum Chloride (TaCl5),Cl5Ta1(cr),298.15,147.904,221.752,221.752,0.,-858.975,-746.448,130.775
Tantalum Chloride (TaCl5),Cl5Ta1(g),298.15,120.137,412.973,412.973,0.,-764.835,-709.321,124.270
Tantalum Chloride (TaCl5),Cl5Ta1(l),298.15,147.904,268.135,268.135,0.,-834.347,-735.649,128.883
Tungsten Chloride (WCl5),"Cl5W1(cr,l)",298.15,155.645,217.568,217.568,0.,-512.958,-401.811,70.396
Iron Chloride ((FeCl3)2),Cl6Fe2(g),298.15,173.663,536.937,536.937,0.,-654.378,-598.641,104.879
Tungsten Chloride (WCl5),Cl5W1(l),298.15,182.004,248.498,248.498,0.,-495.387,-393.462,68.933
Phosphorus Chloride (PCl5),Cl5P1(g),298.15,111.890,364.288,364.288,0.,-360.184,-290.271,50.854
Molybdenum Chloride (MoCl6),Cl6Mo1(cr),298.15,175.310,255.224,255.224,0.,-523.000,-391.033,68.507
Tungsten Chloride (WCl5),Cl5W1(g),298.15,120.235,405.693,405.693,0.,-412.542,-357.485,62.630
Tungsten Chloride (WCl5),Cl5W1(cr),298.15,155.645,217.568,217.568,0.,-512.958,-401.811,70.396
Molybdenum Chloride (MoCl6),Cl6Mo1(g),298.15,144.125,419.654,419.654,0.,-439.320,-356.378,62.436
"Tungsten Chloride, Alpha (WCl6)",Cl6W1(cr),298.15,175.418,238.488,238.488,0.,-593.710,-455.544,79.809
"Tungsten Chloride, Beta (WCl6)",Cl6W1(cr),298.15,188.280,280.604,280.604,0.,-572.877,-447.269,78.360
Tungsten Chloride (WCl6),"Cl6W1(cr,l)",298.15,175.418,238.488,238.488,0.,-593.710,-455.544,79.809
Tungsten Chloride (WCl6),Cl6W1(l),298.15,200.832,284.868,284.868,0.,-569.405,-445.068,77.974
Tungsten Chloride (WCl6),Cl6W1(g),298.15,143.941,419.166,419.166,0.,-493.712,-409.416,71.728
Tungsten Chloride ((WCl5)2),Cl10W2(g),298.15,263.467,713.581,713.581,0.,-868.598,-729.322,127.774
Cobalt (Co),Co1(ref),298.15,24.802,30.067,30.067,0.,0.,0.,0.
Cobalt (Co),Co1(l),298.15,24.811,41.000,41.000,0.,18.004,14.745,-2.583
Cobalt (Co),Co1(g),298.15,23.024,179.518,179.518,0.,426.676,382.117,-66.945
"Cobalt, Ion (Co-)",Co1-(g),298.15,22.438,178.412,178.412,0.,356.649,318.675,-55.831
Cobalt (Co),"Co1(cr,l)",298.15,24.802,30.067,30.067,0.,0.,0.,0.
Cobalt (Co),Co1(cr),298.15,24.802,30.067,30.067,0.,0.,0.,0.
Cobalt Fluoride (CoF2),Co1F2(l),298.15,104.600,86.238,86.238,0.,-637.691,-593.977,104.062
Cobalt Fluoride (CoF2),Co1F2(cr),298.15,68.909,82.026,82.026,0.,-671.532,-626.562,109.771
"Cobalt, Ion (Co+)",Co1+(g),298.15,22.272,178.346,178.346,0.,1191.597,1141.133,-199.922
Cobalt Fluoride (CoF2),"Co1F2(cr,l)",298.15,68.909,82.026,82.026,0.,-671.532,-626.562,109.771
Cobalt Fluoride (CoF2),Co1F2(g),298.15,51.210,278.042,278.042,0.,-356.477,-369.949,64.813
Cobalt Oxide (CoO),Co1O1(cr),298.15,55.279,52.993,52.993,0.,-237.735,-213.988,37.490
Cobalt Sulfate (CoSO4),Co1O4S1(cr),298.15,103.219,117.377,117.377,0.,-888.263,-782.408,137.075
Cobalt Oxide (Co3O4),Co3O4(cr),298.15,123.051,114.286,114.286,0.,-910.020,-794.871,139.258
Cobalt Fluoride (CoF3),Co1F3(cr),298.15,91.797,94.558,94.558,0.,-790.358,-718.893,125.947
Chromium (Cr),Cr1(ref),298.15,23.434,23.618,23.618,0.,0.,0.,0.
Chromium (Cr),Cr1(l),298.15,23.434,36.205,36.205,0.,26.068,22.316,-3.910
Chromium (Cr),Cr1(g),298.15,20.786,174.311,174.311,0.,397.480,352.551,-61.765
Chromium (Cr),Cr1(cr),298.15,23.434,23.618,23.618,0.,0.,0.,0.
"Chromium, Ion (Cr-)",Cr1-(g),298.15,20.786,173.030,173.030,0.,327.024,288.732,-50.585
"Chromium, Ion (Cr+)",Cr1+(g),298.15,20.786,173.029,173.029,0.,1056.480,1005.678,-176.191
Chromium Nitride (CrN),Cr1N1(g),298.15,30.754,230.553,230.553,0.,505.009,471.876,-82.671
Chromium Oxide (CrO),Cr1O1(g),298.15,31.320,239.268,239.268,0.,188.280,154.567,-27.079
Chromium Oxide (CrO2),Cr1O2(g),298.15,43.390,269.241,269.241,0.,-75.312,-87.380,15.309
Chromium Nitride (Cr2N),Cr2N1(cr),298.15,66.065,64.852,64.852,0.,-125.520,-102.208,17.906
Chromium Oxide (Cr2O3),Cr2O3(cr),298.15,120.366,81.154,81.154,0.,-1134.701,-1053.066,184.493
Chromium (Cr),"Cr1(cr,l)",298.15,23.434,23.618,23.618,0.,0.,0.,0.
Chromium Oxide (Cr2O3),Cr2O3(l),298.15,101.755,125.595,125.595,0.,-1018.381,-949.997,166.435
Chromium Oxide (CrO3),Cr1O3(g),298.15,56.025,266.178,266.178,0.,-292.880,-273.452,47.908
Chromium Oxide (Cr2O3),"Cr2O3(cr,l)",298.15,120.366,81.154,81.154,0.,-1134.701,-1053.066,184.493
Chromium Nitride (CrN),Cr1N1(cr),298.15,52.677,37.711,37.711,0.,-117.152,-92.790,16.256
Cesium (Cs),Cs1(ref),298.15,32.195,85.147,85.147,0.,0.,0.,0.
Cesium (Cs),Cs1(cr),298.15,32.195,85.147,85.147,0.,0.,0.,0.
Cesium (Cs),Cs1(l),298.15,32.439,92.069,92.069,0.,2.087,0.024,-0.004
Cesium (Cs),"Cs1(cr,l)",298.15,32.195,85.147,85.147,0.,0.,0.,0.
Cesium (Cs),Cs1(g),298.15,20.786,175.599,175.599,0.,76.500,49.532,-8.678
"Cesium, Ion (Cs+)",Cs1+(g),298.15,20.786,169.836,169.836,0.,458.402,426.897,-74.791
"Cesium, Ion  (Cs-)",Cs1-(g),298.15,20.786,169.836,169.836,0.,24.798,5.802,-1.017
Cesium Fluoride (CsF),Cs1F1(cr),298.15,51.965,88.282,88.282,0.,-554.673,-525.377,92.044
Cesium Fluoride (CsF),Cs1F1(l),298.15,74.057,90.099,90.099,0.,-543.849,-515.094,90.242
Cesium Fluoride (CsF),"Cs1F1(cr,l)",298.15,51.965,88.282,88.282,0.,-554.673,-525.377,92.044
Cesium Fluoride (CsF),Cs1F1(g),298.15,35.838,243.213,243.213,0.,-356.477,-373.373,65.413
Cesium Hydroxide (CsOH),Cs1H1O1(g),298.15,49.723,254.778,254.778,0.,-259.408,-259.920,45.537
"Cesium Hydroxide, Ion (CsOH+)",Cs1H1O1+(g),298.15,50.492,268.686,268.686,0.,441.379,430.466,-75.416
Cesium Hydroxide (CsOH),Cs1H1O1(l),298.15,81.588,118.513,118.513,0.000,-405.970,-365.855,64.096
Cesium Hydroxide (CsOH),"Cs1H1O1(cr,l)",298.15,67.872,98.742,98.742,0.,-416.726,-370.716,64.948
Cesium Oxide (CsO),Cs1O1(g),298.15,36.481,255.542,255.542,0.,62.760,42.539,-7.453
Cesium (Cs2),Cs2(g),298.15,38.250,284.675,284.675,0.,107.366,73.263,-12.835
Cesium Fluoride ((CsF)2),Cs2F2(g),298.15,79.888,352.319,352.319,0.,-890.104,-883.913,154.858
Cesium Hydroxide ((CsOH)2),Cs2H2O2(g),298.15,82.807,360.748,360.748,0.,-687.850,-644.507,112.915
Cesium Oxide (Cs2O),Cs2O1(g),298.15,55.388,318.088,318.088,0.,-92.048,-105.530,18.488
"Cesium Sulfate, I (Cs2SO4)",Cs2O4S1(cr),298.15,108.700,264.834,264.834,0.,-1410.152,-1306.452,228.885
"Cesium Sulfate, II (Cs2SO4)",Cs2O4S1(cr),298.15,135.143,211.878,211.878,0.,-1442.643,-1323.155,231.811
Cesium Sulfate (Cs2SO4),Cs2O4S1(l),298.15,135.143,246.449,246.449,0.,-1400.139,-1290.958,226.171
Cesium Sulfate (Cs2SO4),"Cs2O4S1(cr,l)",298.15,135.143,211.878,211.878,0.,-1442.643,-1323.155,231.811
Cesium Hydroxide (CsOH),Cs1H1O1(cr),298.15,67.872,98.742,98.742,0.,-416.726,-370.716,64.948
Cesium Sulfate (Cs2SO4),Cs2O4S1(g),298.15,110.070,406.484,406.484,0.,-1122.567,-1061.100,185.900
Copper (Cu),Cu1(ref),298.15,24.442,33.164,33.164,0.,0.,0.,0.
Copper (Cu),Cu1(cr),298.15,24.442,33.164,33.164,0.,0.,0.,0.
Copper (Cu),Cu1(l),298.15,24.442,41.620,41.620,0.,11.857,9.336,-1.636
Copper (Cu),"Cu1(cr,l)",298.15,24.442,33.164,33.164,0.,0.,0.,0.
"Copper, Ion (Cu+)",Cu1+(g),298.15,20.786,222.311,222.311,0.,1089.277,1026.628,-179.861
Copper (Cu),Cu1(g),298.15,20.786,166.397,166.397,0.,337.600,297.877,-52.187
"Copper, Ion (Cu-)",Cu1-(g),298.15,20.786,160.634,160.634,0.,212.920,181.169,-31.740
Copper Fluoride (CuF),Cu1F1(cr),298.15,51.882,64.852,64.852,0.,-280.328,-259.545,45.471
Copper Fluoride (CuF),Cu1F1(g),298.15,33.379,226.495,226.495,0.,-12.552,-39.963,7.001
Copper Fluoride (CuF2),Cu1F2(cr),298.15,65.552,77.452,77.452,0.,-538.899,-491.642,86.134
Copper Fluoride (CuF2),Cu1F2(l),298.15,65.551,122.585,122.585,0.,-487.854,-454.053,79.548
Copper Hydroxide (Cu(OH)2),Cu1H2O2(cr),298.15,95.186,108.366,108.366,0.,-450.366,-372.660,65.289
Copper Oxide (CuO),Cu1O1(cr),298.15,42.246,42.594,42.594,0.,-156.063,-128.292,22.476
Copper Oxide (CuO),Cu1O1(g),298.15,35.693,234.617,234.617,0.,306.269,276.788,-48.492
Copper Fluoride (CuF2),Cu1F2(g),298.15,47.987,267.086,267.086,0.,-266.939,-276.222,48.393
Copper Sulfate (CuSO4),Cu1O4S1(cr),298.15,98.868,109.254,109.254,0.,-769.982,-660.781,115.766
Copper (Cu2),Cu2(g),298.15,36.585,241.721,241.721,0.,485.344,433.051,-75.869
Copper Fluoride (CuF2),"Cu1F2(cr,l)",298.15,65.552,77.452,77.452,0.,-538.899,-491.642,86.134
Copper Oxide (Cu2O),Cu2O1(l),298.15,62.542,129.957,129.957,0.,-111.995,-100.384,17.587
Copper Oxide (Cu2O),Cu2O1(cr),298.15,62.543,92.360,92.360,0.,-170.707,-147.886,25.909
Copper Oxide (Cu2O),"Cu2O1(cr,l)",298.15,62.543,92.360,92.360,0.,-170.707,-147.886,25.909
Copper Oxide Sulfate (CuO.CuSO4),Cu2O5S1(cr),298.15,141.043,157.318,157.318,0.,-927.593,-792.253,138.799
"Deuterium, Ion (D+)",D1+(g),298.15,20.786,117.583,117.583,0.,1540.324,1520.622,-266.407
"Hydrogen-D1, Ion (HD-)",D1H1-(g),298.15,29.771,151.206,151.206,0.,235.484,237.747,-41.652
Hydrogen-D1 (HD),D1H1(g),298.15,29.200,143.803,143.803,0.,0.320,-1.463,0.256
Imidogen-D1 (ND),D1N1(g),298.15,29.159,187.234,187.234,0.,375.305,369.655,-64.762
"Hydrogen-D1, Ion (HD+)",D1H1+(g),298.15,29.334,155.552,155.552,0.,1496.793,1485.251,-260.210
Deuterium (D),D1(g),298.15,20.786,123.350,123.350,0.,221.720,206.553,-36.187
"Deuterium, Ion (D-)",D1-(g),298.15,20.786,117.590,117.590,0.,142.753,135.559,-23.749
Hydrofluoric Acid-D (DF),D1F1(g),298.15,29.137,179.702,179.702,0.,-275.516,-277.254,48.574
Hydroxyl-D1 (OD),D1O1(g),298.15,29.989,189.651,189.651,0.,36.602,32.249,-5.650
Mercapto-D1 (SD),D1S1(g),298.15,32.520,201.484,201.484,0.,138.490,109.585,-19.199
Water-D1 (HDO),D1H1O1(g),298.15,33.786,199.511,199.511,0.,-245.371,-233.181,40.852
Deuterium (D2),D2(ref),298.15,29.194,144.960,144.960,0.,0.,0.,0.
"Deuterium, Ion (D2+)",D2+(g),298.15,29.510,156.735,156.735,0.,1498.567,1488.801,-260.832
"Deuterium, Ion (D2-)",D2-(g),298.15,30.315,158.259,158.259,0.,235.365,237.655,-41.636
Amidogen-D2 (ND2),D2N1(g),298.15,34.422,204.291,204.291,0.,185.351,196.226,-34.378
Water-D2 (D2O),D2O1(g),298.15,34.255,198.339,198.339,0.,-249.203,-234.536,41.090
Hydrogen Sulfide-D2 (D2S),D2S1(g),298.15,35.761,215.284,215.284,0.,-23.891,-35.300,6.184
Ammonia-D3 (ND3),D3N1(g),298.15,38.225,203.931,203.931,0.,-58.576,-25.984,4.552
"Diazene-D2, Cis (DNND)",D2N2(g),298.15,39.024,224.092,224.092,0.,207.108,240.643,-42.160
Electron Gas (e-),e1-(ref),298.15,20.786,20.979,20.979,0.,0.,0.,0.
"Fluorine, Ion (F+)",F1+(g),298.15,23.497,161.728,161.728,0.,1766.826,1742.583,-305.293
"Fluorine, Ion (F-)",F1-(g),298.15,20.786,145.576,145.576,0.,-255.079,-261.997,45.901
Iron Fluoride (FeF),F1Fe1(g),298.15,33.264,240.337,240.337,0.,47.698,14.418,-2.526
Hydrogen Fluoride (H6F6),F6H6(g),298.15,168.056,466.420,466.420,0.,-1807.655,-1648.447,288.801
Hydrogen Fluoride (HF),F1H1(g),298.15,29.138,173.780,173.780,0.,-272.546,-274.646,48.117
Hydrogen Fluoride ((HF)2),F2H2(g),298.15,44.874,238.849,238.849,0.,-572.664,-544.453,95.386
Hydrogen Fluoride (H4F4),F4H4(g),298.15,106.585,349.210,349.210,0.,-1183.821,-1089.090,190.804
Hydrogen Fluoride (H3F3),F3H3(g),298.15,75.849,288.458,288.458,0.,-879.100,-815.968,142.954
Hydrogen Fluoride (H7F7),F7H7(g),298.15,198.792,523.432,523.432,0.,-2102.544,-1910.622,334.733
Hydrogen Fluoride (H5F5),F5H5(g),298.15,137.321,408.442,408.442,0.,-1489.713,-1362.931,238.780
Fluorine (F),F1(g),298.15,22.746,158.750,158.750,0.,79.390,62.289,-10.913
Hypofluorous Acid (HOF),F1H1O1(g),298.15,35.929,226.772,226.772,0.,-98.324,-85.642,15.004
Fluorosulfuric Acid (HSO3F),F1H1O3S1(g),298.15,75.243,297.267,297.267,0.,-753.120,-690.734,121.014
Fluorosilane (SiH3F),F1H3Si1(g),298.15,47.196,238.402,238.402,0.,-376.560,-353.354,61.906
Mercury Fluoride (HgF),F1Hg1(g),298.15,34.651,248.373,248.373,0.,2.929,-18.225,3.193
Iodine Fluoride (IF),F1I1(g),298.15,33.561,236.296,236.296,0.,-94.759,-117.666,20.615
Potassium Fluoride (KF),F1K1(cr),298.15,48.982,66.547,66.547,0.,-568.606,-538.934,94.419
Potassium Fluoride (KF),F1K1(l),298.15,71.965,67.634,67.634,0.,-554.467,-525.120,91.999
Potassium Fluoride (KF),"F1K1(cr,l)",298.15,48.982,66.547,66.547,0.,-568.606,-538.934,94.419
Potassium Fluoride (KF),F1K1(g),298.15,35.228,226.612,226.612,0.,-326.770,-344.822,60.411
Lithium Fluoride (LiF),F1Li1(cr),298.15,41.815,35.660,35.660,0.,-616.931,-588.660,103.131
Lithium Fluoride (LiF),F1Li1(l),298.15,64.183,42.962,42.962,0.,-598.651,-572.558,100.310
Lithium Fluoride (LiF),"F1Li1(cr,l)",298.15,41.815,35.660,35.660,0.,-616.931,-588.660,103.131
Lithium Fluoride (LiF),F1Li1(g),298.15,31.287,200.278,200.278,0.,-340.787,-361.597,63.350
Lithium Hypofluorite (LiOF),F1Li1O1(g),298.15,43.031,246.022,246.022,0.,-92.048,-95.915,16.804
Magnesium Fluoride (MgF),F1Mg1(g),298.15,32.569,221.085,221.085,0.,-236.814,-262.759,46.034
Molybdenum Fluoride (MoF),F1Mo1(g),298.15,32.671,246.399,246.399,0.,282.838,248.134,-43.472
"Magnesium Fluoride, Ion (MgF+)",F1Mg1+(g),298.15,32.605,215.330,215.330,0.,512.289,481.805,-84.410
Fluoroimidogen (NF),F1N1(g),298.15,30.345,215.276,215.276,0.,248.948,243.558,-42.670
Nitrosyl Fluoride (ONF),F1N1O1(g),298.15,41.348,248.082,248.082,0.,-65.689,-50.277,8.808
Sodium Fluoride (NaF),F1Na1(cr),298.15,46.852,51.212,51.212,0.,-575.384,-545.081,95.496
Nitryl Fluoride (NO2F),F1N1O2(g),298.15,49.865,260.250,260.250,0.,-108.784,-66.418,11.636
Fluorine Nitrate (FONO2),F1N1O3(g),298.15,65.223,292.933,292.933,0.,10.460,73.664,-12.906
Sodium Fluoride (NaF),F1Na1(g),298.15,34.215,217.610,217.610,0.,-290.453,-309.761,54.269
Sodium Fluoride (NaF),"F1Na1(cr,l)",298.15,46.852,51.212,51.212,0.,-575.384,-545.081,95.496
Oxygen Fluoride (OF),F1O1(g),298.15,30.623,216.696,216.696,0.,108.784,104.989,-18.394
Sodium Fluoride (NaF),F1Na1(l),298.15,46.852,73.464,73.464,0.000,-546.204,-522.536,91.546
Titanium Fluoride Oxide  (OTiF),F1O1Ti1(g),298.15,48.472,250.667,250.667,0.,-433.211,-437.964,76.729
Oxygen Fluoride (O2F),F1O2(g),298.15,44.397,259.114,259.114,0.,12.552,26.692,-4.676
Phosphorus Fluoride (PF),F1P1(g),298.15,31.620,224.968,224.968,0.,-52.250,-76.846,13.463
"Phosphorus Fluoride, Ion (PF+)",F1P1+(g),298.15,33.428,224.035,224.035,0.,901.518,870.945,-152.586
"Phosphorus Fluoride, Ion (PF-)",F1P1-(g),298.15,34.786,225.218,225.218,0.,-164.046,-182.462,31.967
Thiophosphoryl Fluoride (PSF),F1P1S1(g),298.15,44.439,277.717,277.717,0.,-172.268,-203.034,35.571
Lead Fluoride (PbF),F1Pb1(g),298.15,34.399,249.957,249.957,0.,-80.266,-105.244,18.438
"Sulfur Fluoride, Ion (SF+)",F1S1+(g),298.15,31.679,225.405,225.405,0.,991.901,958.230,-167.878
Fluorosilylidyne (SiF),F1Si1(g),298.15,32.650,225.786,225.786,0.,-20.083,-51.559,9.033
Sulfur Fluoride (SF),F1S1(g),298.15,35.152,225.275,225.275,0.,12.970,-14.407,2.524
Strontium Fluoride (SrF),F1Sr1(g),298.15,34.487,239.919,239.919,0.,-294.554,-319.250,55.931
"Sulfur Fluoride, Ion (SF-)",F1S1-(g),298.15,33.380,218.956,218.956,0.,-186.590,-205.828,36.060
"Strontium Fluoride, Ion (SrF+)",F1Sr1+(g),298.15,33.891,232.846,232.846,0.,197.066,168.224,-29.472
Titanium Fluoride (TiF),F1Ti1(g),298.15,35.339,237.309,237.309,0.,-66.944,-98.296,17.221
Tungsten Fluoride (WF),F1W1(g),298.15,34.026,251.141,251.141,0.,386.183,351.274,-61.542
Zirconium Fluoride (ZrF),F1Zr1(g),298.15,33.427,243.736,243.736,0.,82.843,51.993,-9.109
Fluorine (F2),F2(ref),298.15,31.302,202.789,202.789,0.,0.,0.,0.
Iron Fluoride (FeF2),F2Fe1(cr),298.15,68.116,86.985,86.985,0.,-705.841,-663.168,116.184
Iron Fluoride (FeF2),F2Fe1(l),298.15,98.324,92.537,92.537,0.,-674.549,-633.532,110.992
Iron Fluoride (FeF2),"F2Fe1(cr,l)",298.15,68.116,86.985,86.985,0.,-705.841,-663.168,116.184
Iron Fluoride (FeF2),F2Fe1(g),298.15,55.747,265.205,265.205,0.,-389.530,-399.994,70.077
Potassium Fluoride (K(HF2)),F2H1K1(cr),298.15,76.940,104.264,104.264,0.,-931.233,-863.095,151.211
Potassium Fluoride (K(HF2)),F2H1K1(l),298.15,76.944,132.764,132.764,0.,-916.573,-856.932,150.131
Potassium Fluoride (K(HF2)),"F2H1K1(cr,l)",298.15,76.940,104.264,104.264,0.,-931.233,-863.095,151.211
Difluorosilane (SiH2F2),F2H2Si1(g),298.15,54.268,262.130,262.130,0.,-790.776,-763.895,133.831
Mercury Fluoride (HgF2),F2Hg1(cr),298.15,74.856,116.315,116.315,0.,-422.584,-374.134,65.547
Mercury Fluoride (HgF2),"F2Hg1(cr,l)",298.15,74.856,116.315,116.315,0.,-422.584,-374.134,65.547
Mercury Fluoride (HgF2),F2Hg1(l),298.15,74.856,134.246,134.246,0.,-404.897,-361.793,63.385
Lithium Fluoride ((LiF)2),F2Li2(g),298.15,63.131,258.627,258.627,0.,-942.781,-942.086,165.049
Mercury Fluoride (HgF2),F2Hg1(g),298.15,53.968,271.737,271.737,0.,-293.654,-291.543,51.077
Mercury Fluoride (Hg2F2),F2Hg2(cr),298.15,100.416,160.666,160.666,0.,-485.344,-468.629,82.102
"Lithium Fluoride, Ion (LiF2-)",F2Li1-(g),298.15,47.670,229.618,229.618,0.,-711.280,-704.353,123.400
"Potassium Fluoride, Ion (KF2-)",F2K1-(g),298.15,57.015,261.868,261.868,0.,-694.544,-686.622,120.293
Potassium Fluoride ((KF)2),F2K2(g),298.15,78.525,319.955,319.955,0.,-862.741,-859.111,150.513
Magnesium Fluoride (MgF2),F2Mg1(l),298.15,61.547,89.967,89.967,0.,-1072.356,-1028.977,180.272
Magnesium Fluoride (MgF2),"F2Mg1(cr,l)",298.15,61.547,57.255,57.255,0.,-1124.241,-1071.109,187.654
Magnesium Fluoride (MgF2),F2Mg1(g),298.15,48.259,256.508,256.508,0.,-726.761,-733.036,128.425
"Magnesium Fluoride, Ion (MgF2+)",F2Mg1+(g),298.15,52.449,258.145,258.145,0.,591.982,578.963,-101.432
Molybdenum Fluoride (MoF2),F2Mo1(g),298.15,57.221,271.932,271.932,0.,-162.758,-174.844,30.632
Difluoroamidogen (NF2),F2N1(g),298.15,41.005,249.950,249.950,0.,42.258,56.762,-9.944
Magnesium Fluoride (MgF2),F2Mg1(cr),298.15,61.547,57.255,57.255,0.,-1124.241,-1071.109,187.654
"Nitrogen Fluoride, Cis (FNNF)",F2N2(g),298.15,49.961,259.810,259.810,0.,68.618,108.745,-19.052
"Nitrogen Fluoride, Trans (FNNF)",F2N2(g),298.15,53.466,262.660,262.660,0.,81.170,120.448,-21.102
"Sodium Fluoride, Ion (NaF2-)",F2Na1-(g),298.15,54.860,250.672,250.672,0.,-669.440,-662.120,116.001
Sodium Fluoride ((NaF)2),F2Na2(g),298.15,70.821,287.366,287.366,0.,-846.423,-840.957,147.332
Oxygen Fluoride (OF2),F2O1(g),298.15,43.301,247.457,247.457,0.,24.518,41.783,-7.320
Thionyl Fluoride (OSF2),F2O1S1(g),298.15,57.105,279.132,279.132,0.,-543.920,-526.542,92.248
Difluorooxosilane (OSiF2),F2O1Si1(g),298.15,53.689,271.247,271.247,0.,-966.504,-950.721,166.562
Titanium Fluoride Oxide (OTiF2),F2O1Ti1(g),298.15,62.779,284.678,284.678,0.,-924.873,-909.535,159.347
Phosphorus Fluoride (PF2),F2P1(g),298.15,44.717,262.957,262.957,0.,-488.256,-493.948,86.538
Sulfuryl Fluoride (SO2F2),F2O2S1(g),298.15,65.825,283.623,283.623,0.,-758.559,-711.938,124.729
"Phosphorus Fluoride, Ion (PF2+)",F2P1+(g),298.15,44.635,257.358,257.358,0.,472.273,461.996,-80.940
"Phosphorus Fluoride, Ion (PF2-)",F2P1-(g),298.15,44.817,257.364,257.364,0.,-639.177,-636.946,111.590
"Lead Fluoride, Alpha (PbF2)",F2Pb1(cr),298.15,72.258,112.968,112.968,0.,-676.971,-630.875,110.527
"Lead Fluoride, Beta (PbF2)",F2Pb1(cr),298.15,74.266,114.398,114.398,0.,-675.990,-630.320,110.429
Lead Fluoride (PbF2),F2Pb1(l),298.15,74.266,130.927,130.927,0.,-660.320,-619.579,108.548
Lead Fluoride (PbF2),"F2Pb1(cr,l)",298.15,72.258,112.968,112.968,0.,-676.971,-630.875,110.527
Lead Fluoride (PbF2),F2Pb1(g),298.15,50.950,292.692,292.692,0.,-435.136,-442.625,77.546
Sulfur Fluoride (SF2),F2S1(g),298.15,44.906,257.703,257.703,0.,-296.646,-303.461,53.165
"Sulfur Fluoride, Ion (SF2+)",F2S1+(g),298.15,44.937,263.525,263.525,0.,702.389,687.583,-120.462
"Sulfur Fluoride, Ion (SF2-)",F2S1-(g),298.15,50.164,267.445,267.445,0.,-398.426,-401.890,70.410
Difluorodisulfane (FSSF),F2S2(g),298.15,66.041,294.082,294.082,0.,-336.435,-344.539,60.362
Thiothionyl Fluoride (SSF2),F2S2(g),298.15,63.127,292.827,292.827,0.,-401.413,-409.143,71.680
Strontium Fluoride (SrF2),F2Sr1(cr),298.15,69.985,82.123,82.123,0.,-1217.126,-1164.544,204.023
Strontium Fluoride (SrF2),F2Sr1(l),298.15,69.977,109.445,109.445,0.,-1172.043,-1127.607,197.552
Strontium Fluoride (SrF2),"F2Sr1(cr,l)",298.15,69.985,82.123,82.123,0.,-1217.126,-1164.544,204.023
Strontium Fluoride (SrF2),F2Sr1(g),298.15,52.991,291.715,291.715,0.,-766.090,-775.998,135.952
Titanium Fluoride (TiF2),F2Ti1(g),298.15,52.878,255.690,255.690,0.,-688.268,-694.869,121.738
Zirconium Fluoride (ZrF2),F2Zr1(cr),298.15,65.940,75.312,75.312,0.,-962.320,-912.724,159.905
Zirconium Fluoride (ZrF2),F2Zr1(l),298.15,65.940,100.846,100.846,0.,-936.951,-894.968,156.795
Difluorosilylene (SiF2),F2Si1(g),298.15,44.509,256.579,256.579,0.,-587.852,-598.278,104.816
Trifluorosilane (SiHF3),F3H1Si1(g),298.15,63.485,277.268,277.268,0.,-1200.808,-1167.691,204.575
Lithium Fluoride ((LiF)3),F3Li3(g),298.15,102.501,318.087,318.087,0.,-1517.202,-1495.332,261.976
Molybdenum Fluoride (MoF3),F3Mo1(g),298.15,67.093,295.968,295.968,0.,-607.098,-596.120,104.438
Zirconium Fluoride (ZrF2),F2Zr1(g),298.15,48.652,283.434,283.434,0.,-558.146,-570.601,99.967
Nitrogen Fluoride (NF3),F3N1(g),298.15,53.370,260.773,260.773,0.,-132.089,-90.582,15.870
Iron Fluoride (FeF3),F3Fe1(cr),298.15,91.002,98.324,98.324,0.,-1041.816,-972.293,170.342
Iron Fluoride (FeF3),F3Fe1(g),298.15,65.546,304.236,304.236,0.,-820.901,-812.771,142.394
Zirconium Fluoride (ZrF2),"F2Zr1(cr,l)",298.15,65.940,75.312,75.312,0.,-962.320,-912.724,159.905
Nitrogen Fluoride Oxide (NF3O),F3N1O1(g),298.15,67.862,278.490,278.490,0.,-163.176,-96.369,16.883
Phosphoryl Fluoride (POF3),F3O1P1(g),298.15,68.815,285.413,285.413,0.,-1254.250,-1205.824,211.255
Phosphorus Fluoride (PF3),F3P1(g),298.15,58.691,273.064,273.064,0.,-958.441,-936.916,164.144
Thiophosphoryl Fluoride (PSF3),F3P1S1(g),298.15,74.551,298.139,298.139,0.,-1009.068,-985.461,172.649
Sulfur Fluoride (SF3),F3S1(g),298.15,62.978,286.174,286.174,0.,-503.030,-488.103,85.514
"Sulfur Fluoride, Ion (SF3+)",F3S1+(g),298.15,56.223,268.972,268.972,0.,393.589,407.390,-71.373
"Sulfur Fluoride, Ion (SF3-)",F3S1-(g),298.15,62.978,280.198,280.198,0.,-776.396,-753.432,131.998
Titanium Fluoride (TiF3),F3Ti1(cr),298.15,92.023,87.864,87.864,0.,-1435.530,-1361.864,238.593
Titanium Fluoride (TiF3),F3Ti1(g),298.15,65.585,291.440,291.440,0.,-1188.674,-1175.704,205.978
Zirconium Fluoride (ZrF3),F3Zr1(cr),298.15,83.680,87.864,87.864,0.,-1401.640,-1325.555,232.232
