CAS,Comment,Formula,IE,Method,Name,Refer
 13812-07-2,Vertical value, F,11.2,PE,Diphosphorous tetrafluoride,"Cradock and Rankin, 1972"
 12332-08-0,LLK, F,13.1 ¡À 0.3,EI,Digermanium tetrafluoride,"Adams, Margrave, et al., 1971"
 13774-85-1,, F,¡Ý12.0,PE,Xenon tetrafluoride oxide,"Brundle and Jones, 1973"
 13520-79-1,LLK, F,13.6,PE,Tungsten tetrafluoride oxide,"Vovna, Dudin, et al., 1981"
 15195-58-1,, F,13.5 ¡À 0.2,EI,"Manganese, tetrafluoro-","Ehlert and Hsia, 1973"
 38448-58-7, , F,11.1,PE,Osmium oxide tetrafluoride,"Vovna, Dudin, et al., 1981"
 17026-29-8,LLK, F,10.5,PE,Rhenium tetrafluoride oxide,"Vovna, Dudin, et al., 1981"
 13709-59-6,RDSH, F,30. ¡À 1.0,EI,thorium tetrafluoride,"Zmbov, 1970"
 13455-15-7,LBLHLM, F,12.83 ¡À 0.28,EI,Platinum tetrafluoride,"Korobov, Bondarenko, et al., 1983"
 7783-59-7,RDSH, F,10.4 ¡À 0.3,EI,lead(IV) fluoride,"Zmbov, Hastie, et al., 1968"
 13709-56-3,, F,11.8 ¡À 0.4,EI,Plutonium tetrafluoride,"Kleinschmidt, 1988"
 19258-92-5,Vertical value, F,11.4 ¡À 0.1,PE,Cyclo-pentakis(difluorophosphonitrile),"Branton, Brion, et al., 1970"
 56564-56-8,Vertical value, F,11.2 ¡À 0.1,PE,Nitridotriphosphorous hexafluoride,"Arnold and Rankin, 1975"
 15599-91-4,LLK, F,11.59 ¡À 0.03,EI,"1,3,5,2,4,6-Triazatriphosphorine,2,2,4,4,6,6-hexafluoro-2,2,4,4,6,6,-hexahydro-","Clare and Sowerby, 1981"
 2551-62-4,RDSH, F,15.3,PE,Sulfur hexafluoride,"Delwiche, 1969"
 13830-68-7,Vertical value; , F,13.20 ¡À 0.02,PE,Hexafluorodisilane,"Cradock, Ebsworth, et al., 1973"
 12324-60-6,, F,10.0 ¡À 0.5,EI,Tritin hexafluoride,"Zmbov, Hastie, et al., 1968"
 13693-09-9,LLK, F,¡Ý11.96,PE,Xenon hexafluoride,"Brundle, Jones, et al., 1971"
 10049-17-9,LLK, F,11,PE,rhenium hexafluoride,"Vovna, Dudin, et al., 1980"
 13873-84-2,LLK, FI,10.54 ¡À 0.01,PE,Iodine monofluoride,"Colbourn, Dyke, et al., 1978"
 16068-96-5,LL, FS,10.16 ¡À 0.17,END,Monosulfur monofluoride,"Fischer, Kickel, et al., 1992"
 13768-38-2,LLK, F,12.2,PE,osmium hexafluoride,"Vovna, Dudin, et al., 1980"
 13815-35-5,Vertical value, F,9.3,PE,"Tungsten, hexakis(phosphorus trifluoride)-","Head, Nixon, et al., 1975"
 15339-46-5,Vertical value, F,9.17,PE,"Molybdenum, hexakis(phosphorus trifluoride)-","Head, Nixon, et al., 1975"
 16949-48-7, , F,9.7,PE,"Rhodium, hydrotetrakis(phosphorus trifluoride)-","Nixon, 1973"
 22372-64-1,Vertical value; , F,9.82,PE,"Iridium, hydrotetrakis(phosphorus trifluoride)-","Head, Nixon, et al., 1975"
 13569-27-2,LL, FSr,5.21 ¡À 0.06,EVAL,Strontium monofluoride,"Belyaev, Gotkis, et al., 1990"
 13775-07-0,LLK, F,11.3 ¡À 0.1,EI,uranium pentafluoride,"Hildenbrand, 1977"
 13569-25-0,LLK, FMn,8.5 ¡À 0.2,EI,Monomanganese monofluoride,"Ehlert and Hsia, 1973"
 10546-01-7,LL, F,9.60 ¡À 0.05,EVAL,Sulfur pentafluoride,"Becker, Hrusak, et al., 1994"
 13819-84-6,LLK, F,10.5 ¡À 0.3,EI,Molybdenum pentafluoride,"Malkerova, Alikhanyan, et al., 1980"
 13537-30-9,Vertical value, FGeH,12.3 ¡À 0.1,PE,Fluorogermane,"Cradock and Whiteford, 1971"
 15586-97-7,Vertical value, FMnO,12.20 ¡À 0.05,PE,Manganese fluoride trioxide,"Diemann, Varetti, et al., 1977"
 87331-13-3,LBLHLM, FNa,4.0 ¡À 0.1,PI,Disodium monofluoride,"Kappes, Radi, et al., 1985"
 55753-39-4,, FPS,10.47,PE,Phosphenothious fluoride,"Bock, Kremer, et al., 1992"
 137649-46-8,Vertical value, FPS,10.11,PE,Phosphenodithioic fluoride,"Bock, Kremer, et al., 1992"
 16027-92-2,LL, FP,9.60 ¡À 0.01,PE,Phosphorus monofluoride,"Butcher, Dyke, et al., 1988"
 7783-66-6,LLK, F,12.943 ¡À 0.005,PE,iodine pentafluoride,"DeKock, Higginson, et al., 1972"
 23377-53-9,LLK, F,13.2 ¡À 0.1,PE,Rhenium monoxide pentafluoride,"Vovna, Dudin, et al., 1979"
 7647-19-0,Vertical value; , F,15.54,PE,Phosphorus pentafluoride,"Goodman, Dewar, et al., 1973"
 19357-83-6,LLK, F,14.9 ¡À 0.1,PE,Tungsten pentafluoride,"Vovna, Dudin, et al., 1979"
 31479-19-3,LL, F,14.5 ¡À 0.1,EI,Plutonium pentafluoride,"Kleinschmidt, 1988"
 34118-39-3,Vertical value, F,11.2,PE,"Phosphorimidic trifluoride, (difluorophosphino)-","Rankin and Wright, 1979"
 14929-46-5,LLK, FGe,7.46,EVAL,Germanium monofluoride,"Huber and Herzberg, 1979"
 50644-69-4,, FLi,10.35,EI,Dilithium monofluoride,"Veljkovic, Neskovic, et al., 1993"
 7789-24-4,RDSH, FLi,11.3,EI,Lithium fluoride,"Berkowitz, Tasman, et al., 1962"
 17029-21-9,LLK, F,14.1 ¡À 0.1,PE,Rhenium heptafluoride,"Vovna, Dudin, et al., 1979"
 16757-14-5,LL, FXe,10.3,DER,Xenon monofluoride,"Lias, Bartmess, et al., 1988"
 19258-93-6,Vertical value, F,10.9 ¡À 0.1,PE,Cyclo-hexakis(difluorophosphonitrile),"Branton, Brion, et al., 1970"
 24899-55-6,Vertical value, F,9.78,PE,"Iron, dihydrotetrakis(phosphorus trifluoride)-","Head, Nixon, et al., 1977"
 19797-90-1,, FOTh,5.9 ¡À 0.3,EI,Thorium monofluoride monoxide,"Lau, Brittain, et al., 1989"
 12061-70-0,LL, FO,12.78 ¡À 0.03,PI,Oxygen monofluoride,"Zhang, Kuo, et al., 1994"
 14986-72-2,RDSH, FPb,7.5 ¡À 0.3,EI,Lead monofluoride,"Zmbov, Hastie, et al., 1968"
 15499-23-7,, FO,12.6 ¡À 0.2,EI,Dioxygen monofluoride,"Malone and McGee, 1966"
 42246-24-2,Vertical value, FO,12.4 ¡À 0.1,PE,"Rhenium, fluorotrioxo-","Vovna, Dudin, et al., 1979"
 11128-24-8,LL, FSi,7.54 ¡À 0.16,END,silicon fluoride,"Weber and Armentrout, 1988"
 13859-65-9,LLK, F,8.82 ¡À 0.06,PE,tetrakis(trifluorophosphine)nickel,"Bassett, Higginson, et al., 1974"
 21549-02-0,Vertical value, FO,12.9 ¡À 0.1,PE,Fluorosulfate radical,"Cornford, Frost, et al., 1972"
 14616-93-4,Vertical value, F,11.3 ¡À 0.1,PE,Cyclo-heptakis(difluorophosphonitrile),"Branton, Brion, et al., 1970"
 14097-20-2,Vertical value, F,10.9 ¡À 0.1,PE,Cyclo-octakis(difluorophosphonitrile),"Branton, Brion, et al., 1970"
 51621-16-0,LLK, FW,9. ¡À 1.,EI,Tungsten monofluoride,"Hildenbrand, 1975"
 51686-34-1,, FTh,6.0 ¡À 0.3,EI,Thorium monofluoride,"Lau, Brittain, et al., 1989"
 15586-66-0,, FGaO,9.5 ¡À 0.5,EI,Gallium monofluoride monoxide,"Zmbov and Margrave, 1967"
 13966-78-4,LLK, FGa,10.7 ¡À 0.6,EI,Gallium monofluoride,"Feather, Buchler, et al., 1972"
 18820-63-8,LLK, FNS,11.49 ¡À 0.02,PE,Thiazyl fluoride,"Dixon, Duxbury, et al., 1972"
 13537-33-2, , FH,13. ¡À 1.,EI,fluorosilane,"Farber and Srivastava, 1977"
 14034-79-8,LLK, FHO,12.69 ¡À 0.03,PE,HypoFluorous acid,"Berkowitz, Dehmer, et al., 1973"
 15861-05-9, , FH,10.83,PE,Monofluoroamine,"Baumgartel, Jochims, et al., 1989"
 7664-39-3,LLK, FH,16.06,PE,hydrogen fluoride,"Bieri, Schmelzer, et al., 1980"
 13943-44-7,, FLa,6.3 ¡À 0.3,EI,Lanthanum monofluoride,"Zmbov and Margrave, 1968"
 14953-28-7,RDSH, FMg,7.5 ¡À 0.5,EI,Magnesium monofluoride,"Hildenbrand, 1968"
 13967-06-1,LL, FN,12.1 ¡À 0.4,EI,Fluoroimidogen,"Tarnovsky, Levin, et al., 1994"
 13940-77-7,, FNd,5.0 ¡À 0.3,EI,Neodymium monofluoride,"Zmbov and Margrave, 1966"
 13966-74-0,RDSH, FSn,8.5 ¡À 0.3,EI,Tin monofluoride,"Zmbov, Hastie, et al., 1968"
 17209-59-5,RDSH, FSm,5.7 ¡À 0.3,EI,Samarium monofluoride,"Zmbov and Margrave, 1967"
 14017-33-5,, FSc,6.5 ¡À 0.3,EI,Scandium monofluoride,"Zmbov and Margrave, 1968"
 7789-25-5,LLK, FNO,12.63 ¡À 0.03,PE,nitrosyl fluoride,"Alderdice and Dixon, 1977"
 20882-16-0,, FPu,5.9 ¡À 0.5,EI,Plutonium monofluoride,"Kent, 1968"
 13966-95-5,, FIn,9.6 ¡À 0.5,EI,Indium monofluoride,"Murad, Hildenbrand, et al., 1966"
 60388-18-3,LLK, FMo,8.0 ¡À 0.3,EI,Molybdenum monofluoride,"Hildenbrand, 1976"
 16087-66-4,RDSH, FHo,6.0 ¡À 0.5,EI,Holmium monofluoride,"Balducci, Capalbi, et al., 1969"
 10022-50-1,, FNO,13.09,PE,nitryl fluoride,"Frost, Lee, et al., 1975"
 12259-18-6,, FGd,6.2 ¡À 0.3,EI,Gadolinium monofluoride,"Zmbov and Margrave, 1967"
 59160-15-5, , FN,9.7,PE,"1,2,4,3,5-Trithia(4-s","Andreocci, Bossa, et al., 1980"
 14762-94-8,LL, F,17.2,EI,Fluorine atom,"Veljkovic, Neskovic, et al., 1992"
 7440-33-7,LL, W,7.98,EVAL,tungsten,"Lide, 1992"
 7440-30-4,LL, Tm,6.18431,EVAL,thulium,"Lide, 1992"
 119167-28-1,Vertical value, Y,4.4,PI,Yttrium pentamer,"Knickelbein, 1995"
 110873-00-2,Vertical value, Y,5,PI,Yttrium trimer,"Knickelbein, 1995"
 149369-82-4,Vertical value, Y,4.55,PI,Yttrium tetramer,"Knickelbein, 1995"
 12039-46-2,, ScSe,5.62,EI,Scandium monoselenide,"Leary and Wahlbeck, 1969"
 33517-16-7,LLK, Br,8.4,PE,Trirhenium nonabromide,"Bursten, Cotton, et al., 1980"
 7789-39-1,LLK, BrRb,7.8 ¡À 0.1,PE,rubidium bromide,"Potts and Price, 1977"
 22987-45-7,Vertical value; , Br,9.17 ¡À 0.05,PE,Selenium dibromide,"Nagy-Felsobuki and Peel, 1980"
 10031-24-0,LBLHLM, Br,9,PE,tin dibromide,"Novak and Potts, 1984"
 14312-20-0,Vertical value, Br,9.33 ¡À 0.05,PE,Sulfur dibromide,"Nagy-Felsobuki and Peel, 1980"
 12380-84-6,RDSH, Br,9.4,EI,Dilithium dibromide,"Berkowitz, Tasman, et al., 1962"
 24415-00-7,LBLHLM, Br,9.60 ¡À 0.05,PE,Germanium dibromide,"Jonkers, Van Der Kerk, et al., 1982"
 13172-31-1,LLK, Br,9.23 ¡À 0.03,PI,disulphur dibromide,"Kaufel, Vahl, et al., 1981"
 14877-32-8,LL, Br,~8.5,DER,Dibromosilylene,"Creasey, Lambert, et al., 1991"
 7699-45-8,RDSH, Br,10.39 ¡À 0.33,EI,zinc bromide,"Kiser, Dillard, et al., 1969"
 13769-36-3,Vertical value, Br,10.69 ¡À 0.02,PE,Dibromogermane,"Cradock and Whiteford, 1971"
 13775-13-8,, Br,6.8 ¡À 0.3,EI,Uranium dibromide,"Lau and Hildenbrand, 1987"
 10476-81-0,LBLHLM, Br,9.4,S,strontium bromide,"Emons, Kiessling, et al., 1982"
 507-16-4,Vertical value; , Br,10.54,PE,thionyl dibromide,"Bock and Solouki, 1974"
 7789-48-2,LLK, Br,10.47,PE,magnesium bromide,"Lee and Potts, 1979"
 15964-99-5,RDSH, Br,9.8 ¡À 0.1,EI,"1,3,5,2,4,6-Triazatriphosphorine, 2,4-dibromo-2,4,6,6-tetrachloro-2,2,4,4,6,6-hexahydro-","Coxon, Palmer, et al., 1969"
 13520-75-7,, Br,11.4 ¡À 0.2,EI,Tungsten dibromide dioxide,"Gupta, 1971"
 29871-63-4,LLK, Br,10.63 ¡À 0.03,EI,"1,3,5,2,4,6-Triazatriphosphorine,2,4-dibromo-2,4,6,6-tetrafluoro-2,2,4,4,6,6-hexahydro-","Clare and Sowerby, 1981"
 13706-10-0,Vertical value, Br,10.23,PE,Thiophosphoryl dibromide monofluoride,"Elbel and Dieck, 1976"
 14519-03-0,Vertical value, Br,10.1 ¡À 0.2,PE,Dibromimide,"Nagy-Felsobuki and Peel, 1979"
 10031-22-8,LBLHLM, Br,9.6,PE,lead dibromide,"Novak and Potts, 1984"
 13462-88-9,Vertical value, Br,10.3,PE,nickel dibromide,"MacNaughton, Bloor, et al., 1981"
 13446-03-2,Vertical value, Br,10.3,PE,manganese dibromide,"MacNaughton, Bloor, et al., 1981"
 13550-32-8,LLK, Br,10.2 ¡À 0.1,EI,Phosphorus dibromide chloride,"Varmuza and Krenmayr, 1971"
 10049-25-9,Vertical value, Br,9.3,PE,Chromium bromide,"MacNaughton, Bloor, et al., 1981"
 7789-43-7,Vertical value, Br,9.9,PE,cobalt dibromide,"MacNaughton, Bloor, et al., 1981"
 7789-46-0,RDSH, Br,10.7 ¡À 0.5,EI,iron dibromide,"Porter and Schoonmaker, 1959"
 7789-42-6,Vertical value, Br,10.59,PE,cadmium bromide,"Berkowitz, 1974"
 7789-41-5,LLK, Br,¡Ü9.68,PE,calcium bromide,"Lee and Potts, 1979"
 13768-94-0,LLK, Br,10.7,PE,Dibromosilane,"Cradock and Whiteford, 1971"
 7726-95-6,LL, Br,10.518 ¡À 0.003,TE,Bromine,"Yencha, Hopkirk, et al., 1995"
 13701-85-4,LLK, Br,9.62 ¡À 0.03,EI,"1,3,5,2,4,6-Triazatriphosphorine, 2,2,4,4,6,6-hexabromo-2,2,4,4,6,6-hexahydro-","Clare and Sowerby, 1981"
 56729-72-7,, Br,9.0 ¡À 0.2,EI,"Tungsten, hexabromodi-","Kaposi, Popovic, et al., 1977"
 14791-57-2,LLK, BrSi,9. ¡À 1.,EI,Bromosilylidyne,"Farber and Srivastava, 1980"
 13470-11-6,LLK, Br,8.3 ¡À 0.2,EI,Tungsten pentabromide,"Kaposi, Popovic, et al., 1977"
 13536-79-3,LBLHLM, Br,9.85,PE,lanthanum tribromide,"Ruscic, Goodman, et al., 1983"
 66468-24-4,, Br,12.6 ¡À 0.5,EI,Diiron tetrabromide,"Porter and Schoonmaker, 1959"
 13450-92-5,LL, Br,10.62 ¡À 0.04,PI,germanium tetrabromide,"Creasey, Lambert, et al., 1991"
 13470-19-4,, Br,8.2 ¡À 0.3,EI,Uranium tribromide,"Lau and Hildenbrand, 1987"
 7789-61-9,Vertical value, Br,9.77,PE,antimony tribromide,"Nicholson and Rademacher, 1974"
 7789-60-8,LLK, Br,10.1 ¡À 0.1,EI,Phosphorus tribromide,"Varmuza and Krenmayr, 1971"
 7789-66-4,LL, Br,10.62 ¡À 0.04,PI,silicon tetrabromide,"Creasey, Lambert, et al., 1991"
 14456-51-0,, Br,9.6 ¡À 0.7,EI,thulium tribromide,"Work and Eick, 1973"
 79950-13-3,, Br,9,EI,Lithium dicopper tribromide,"Bloom and Williams, 1981"
 37190-22-0, , Br,9.5,EI,Tricopper tribromide,"Bloom and Williams, 1981"
 14779-73-8,, Br,11.1 ¡À 0.3,EI,"Stannane, chlorotribromo-","Ciach, Knowles, et al., 1973"
 16032-52-3,RDSH, Br,9.7 ¡À 0.1,EI,"1,3,5,2,4,6-Triazatriphosphorine, 2,4,6-tribromo-2,4,6-trichloro-2,2,4,4,6,6-hexahydro-","Coxon, Palmer, et al., 1969"
 82868-24-4,, Br,9.41 ¡À 0.02,PE,Sulfur tribromide monoxide,"Bunzli, Frost, et al., 1973"
 13842-48-3,LL, Br,7.6 ¡À 0.4,DER,Tribromosilyl radical,"Creasey, Lambert, et al., 1991"
 7789-59-5,LLK, Br,10.75 ¡À 0.02,PE,phosphoryl tribromide,"Bunzli, Frost, et al., 1973"
 7789-40-4,LBLHLM, BrTl,~9.0,PE,thallium bromide,"Bancroft and Bristow, 1983"
 13536-80-6,LBLHLM, Br,10,PE,neodymium tribromide,"Ruscic, Goodman, et al., 1983"
 13465-09-3, , Br,10.3,PE,indium tribromide,"Barker, Lappert, et al., 1975"
 14456-53-2, , Br,10.1,PE,lutetium tribromide,"Ruscic, Goodman, et al., 1983"
 13450-88-9, , Br,10.4,PE,gallium tribromide,"Dehmer, Berkowitz, et al., 1974"
 67336-18-9,LLK, Br,10.37 ¡À 0.03,EI,"1,3,5,2,4,6-Triazatriphosphorine,2,4,6-tribromo-2,4,6-trifluoro-2,2,4,4,6,6-hexahydro-","Clare and Sowerby, 1981"
 14457-87-5,Vertical value, Br,9.5,PE,cerium tribromide,"Ruscic, Goodman, et al., 1983"
 15608-37-4,RDSH, Br,9.5 ¡À 0.1,EI,"1,3,5,2,4,6-Triazatriphosphorine, 2,2,4,4,6-pentabromo-6-chloro-2,2,4,4,6,6-hexahydro-","Coxon, Palmer, et al., 1969"
 13536-59-9,, BrD,11.673 ¡À 0.005,PE,deuterium bromide,"Delwiche, Natalis, et al., 1973"
 13775-16-1,, Br,10.1 ¡À 0.3,EI,Uranium pentabromide,"Lau and Hildenbrand, 1987"
 7647-15-6,LLK, BrNa,8.3 ¡À 0.1,PE,sodium bromide,"Potts and Price, 1977"
 14055-81-3,, Br,8.2 ¡À 0.2,EI,"Tungsten, tetrabromo-","Kaposi, Popovic, et al., 1977"
 7789-68-6,Vertical value; , Br,10.59,PE,titanium tetrabromide,"Egdell and Orchard, 1978"
 13470-20-7,, Br,9.6 ¡À 0.3,EI,uranium tetrabromide,"Lau and Hildenbrand, 1987"
 13777-25-8, , Br,10.7,PE,zirconium tetrabromide,"Egdell and Orchard, 1978"
 7789-67-5, , Br,10.6 ¡À 0.4,EI,Stannic bromide,"Knowles, Nicholson, et al., 1970"
 13520-77-9,, Br,10.3 ¡À 0.3,EI,Tungsten tetrabromide monoxide,"Gupta, 1971"
 13777-22-5, , Br,10.9,PE,hafnium tetrabromide,"Egdell and Orchard, 1978"
 15965-00-1,RDSH, Br,9.6 ¡À 0.1,EI,"2,2,4,4,6,6-Hexahydro-2,2,4,6-tetrabromo-4,6-dichloro-1,3,5,2,4,6-triazatriphosphorine","Coxon, Palmer, et al., 1969"
 51682-34-9,LBLHLM, KrNe,13.950 ¡À 0.003,PI,"Neon, compound with krypton (1:1)","Pratt and Dehmer, 1982"
 13569-43-2,Vertical value, BrGeH,10.72 ¡À 0.05,PE,Bromogermane,"Cradock and Ebsworth, 1971"
 52509-85-0, , BrNS,10.2,PE,Thiazyl bromide,"Allaf, Matti, et al., 1989"
 95932-85-7,, BrCsNa,4.2 ¡À 0.1,PI,Cesium sodium monobromide,"Kappes, Radi, et al., 1985"
 7787-69-1,LBLHLM, BrCs,7.3,PE,Cesium bromide,"Benson, Novak, et al., 1987"
 14280-53-6,LLK, BrIn,9.09,PE,indium bromide,"Berkowitz and Dehmer, 1972"
 108261-34-3,, BrU,6.5 ¡À 0.3,EI,Uranium monobromide,"Lau and Hildenbrand, 1987"
 14621-11-5,, Br,9.2 ¡À 0.1,EI,"2,2,4,4,6,6,8,8-octabromo-2,2,4,4,6,6,8,8-octahydro-1,3,5,7,2,4,6,8-tetraazatetraphosphocine","Coxon, Palmer, et al., 1969"
 14519-13-2,LL, BrSr,5.56 ¡À 0.06,EVAL,Strontium monobromide,"Belyaev, Gotkis, et al., 1990"
 13444-87-6,LLK, BrNO,10.20 ¡À 0.05,PE,Nitrosyl bromide,"Alderdice and Dixon, 1977"
 13973-87-0,, BrN,10.00 ¡À 0.01,PE,Bromine azide,"Frost, MacDonald, et al., 1980"
 40423-14-1,, BrNO,10.6,PE,BrONO2,"Dianxum and Peng, 1996"
 7550-35-8,LLK, BrLi,9.3,EI,Lithium bromide,"Bloom and Williams, 1981"
 15656-19-6,LL, BrO,10.46 ¡À 0.02,PI,Bromine monoxide,"Monks, Stief, et al., 1993"
 7758-02-3,LLK, BrK,7.85,EVAL,potassium bromide,"Huber and Herzberg, 1979"
 7789-33-5,LLK, BrI,9.790 ¡À 0.004,PE,iodine bromide,"Higginson, Lloyd, et al., 1973"
 22655-59-0, , BrGa,9.58,PE,Gallium monobromide,"Grabandt, Mooyman, et al., 1990"
 7789-30-2,LLK, BrF,13.172 ¡À 0.005,PE,bromine pentafluoride,"DeKock, Higginson, et al., 1972"
 7787-71-5,LLK, BrF,12.15 ¡À 0.04,PE,bromine trifluoride,"DeKock, Higginson, et al., 1972"
 15597-40-7,Vertical value, BrF,11.1 ¡À 0.1,PE,Phosphorus bromide difluoride,"Cradock and Rankin, 1972"
 13706-09-7,Vertical value, BrF,10.58,PE,Thiophosphoryl difluoride monobromide,"Elbel and Dieck, 1976"
 14049-39-9,Vertical value, BrF,12.46 ¡À 0.02,PE,"Silane, bromotrifluoro-","Cradock, Ebsworth, et al., 1973"
 13517-11-8,LL, BrHO,10.642 ¡À 0.005,EVAL,Hypobromous acid,"Ruscic and Berkowitz, 1994"
 13465-73-1, , BrH,11.03,S,"Silane, bromo-","Causley, Clark, et al., 1976"
 14740-93-3,RDSH, BrCl,9.8 ¡À 0.1,EI,"1,3,5,2,4,6-Triazatriphosphorine, 2-bromo-2,4,4,6,6-pentachloro-2,2,4,4,6,6-hexahydro-","Coxon, Palmer, et al., 1969"
 13595-90-9,, BrClSn,10.3 ¡À 0.3,EI,Tin monobromide monochloride,"Ciach, Knowles, et al., 1973"
 13778-36-4,, BrClPb,10.4 ¡À 0.2,EI,Lead monobromide monochloride,"Hastie, Bloom, et al., 1967"
 13863-41-7,RDSH, BrCl,11.1 ¡À 0.2,EI,bromine chloride,"Irsa and Friedman, 1958"
 13863-59-7,LBLHLM, BrF,11.86,PE,Bromine monofluoride,"Dyke, Josland, et al., 1984"
 13536-48-6,LLK, BrCl,10.4 ¡À 0.1,EI,Phosphorous bromide dichloride,"Varmuza and Krenmayr, 1971"
 14519-10-9,Vertical value, BrH,10.18 ¡À 0.04,PE,Bromimide,"Nagy-Felsobuki, Peel, et al., 1978"
 12521-42-5,LBLHLM, KrXe,11.763 ¡À 0.011,PI,"Krypton, compound with xenon (1:1)","Dehmer and Pratt, 1982"
 1307-96-6,LBLHLM, CoO,8.9 ¡À 0.2,END,cobalt oxide,"Armentrout, Halle, et al., 1982"
 10035-10-6,LLK, BrH,11.71,PE,Hydrogen bromide,"Kimura, Katsumata, et al., 1981"
 10024-43-8,LL, BrCa,5.92 ¡À 0.07,EVAL,Calcium monobromide,"Belyaev, Gotkis, et al., 1990"
 10097-32-2,LL, Br,11.81381,EVAL,Bromine,"Lide, 1992"
 51198-56-2,, Au,5.9 ¡À 1.0,EI,"Europium, compound with gold(1:2)","Cocke, Gingerich, et al., 1975"
 12187-09-6,LLK, Au,8.7 ¡À 1.0,EI,Gold dimer,"Gupta and Gingerich, 1979"
 19395-02-9,Vertical value, CoN,10.79 ¡À 0.03,PE,"Cobalt, trinitrato-","Garner, Hawksworth, et al., 1980"
 12408-81-0,LLK, AuB,8.7 ¡À 0.5,EI,"Gold, compound with boron (1:1)","Gingerich, 1971"
 12588-90-8,, AuBO,9.7 ¡À 0.2,EI,Gold monoboride monoxide,"Gingerich and Pupp, 1971"
 12256-53-0,LLK, AuSi,9.5 ¡À 0.5,EVAL,"Gold, compound with silicon (1:1)","Huber and Herzberg, 1979"
 12429-34-4,RDSH, AuPr,5.4 ¡À 0.8,EI,"Gold, compound with praseodymium (1:1)","Gingerich and Finkbeiner, 1970"
 61115-29-5,, AuNa,8.5 ¡À 1.5,EI,"Gold, compound with sodium(1:1)","Piacente and Gingerich, 1977"
 12429-33-3,RDSH, AuNd,5.8 ¡À 0.8,EI,"Gold, compound with neodymium (1:1)","Gingerich and Finkbeiner, 1970"
 12429-32-2,LLK, AuLa,5.8 ¡À 1.0,EI,"Gold, compound with lanthanum (1:1)","Haque, Pelino, et al., 1979"
 12256-41-6,, AuGe,7.7,EI,"Germanium, compound with gold(1:1)","Neckel and Sodeck, 1972"
 12044-80-3,LLK, AuHo,6.2 ¡À 0.5,EI,"Gold, compound with holmium (1:1)","Cocke and Gingerich, 1971"
 12256-37-0,, AuCs,6.6 ¡À 0.3,EI,"Cesium, compound with gold(1:1)","Busse and Weil, 1979"
 56214-25-6,, AuEu,5.6 ¡À 1.0,EI,"Europium, compound with gold(1:1)","Cocke, Gingerich, et al., 1975"
 12408-82-1,LLK, AuCe,6.0 ¡À 0.3,EI,"Cerium, compound with gold (1:1)","Gingerich, 1971"
 14994-20-8,LL, CoH,7.86 ¡À 0.07,END/DER,Cobalt monohydride,"Kickel and Armentrout, 1995"
 19454-38-7,RDSH, CoF,9.2 ¡À 0.2,EI,"Cobalt, hydrotetrakis(phosphorus trifluoride)-","Saalfeld, McDowell, et al., 1968"
 7440-57-5,LL, Au,9.22567,EVAL,gold,"Lide, 1992"
 12596-40-6,LBLHLM, Kr,12.865 ¡À 0.003,PI,Krypton dimer,"Pratt and Dehmer, 1982"
 12190-79-3,, CoLiO,11.0 ¡À 0.5,EI,cobalt lithium dioxide,"Zmbov, Ficalora, et al., 1968"
 7440-20-2,LL, Sc,6.56144,EVAL,scandium,"Lide, 1992"
 7440-48-4,LL, Co,7.881,EVAL,cobalt,"Lide, 1992"
 120093-16-5,Vertical value, Y,4.96,PI,Yttrium dimer,"Knickelbein, 1995"
 7440-65-5,LL, Y,6.217,EVAL,yttrium,"Lide, 1992"
 7439-90-9,LL, Kr,13.99961,EVAL,Krypton,"Lide, 1992"
 10139-47-6,LBLHLM, I,10.3,EI,zinc iodide,"Hilpert, Bencivenni, et al., 1985"
 12175-28-9,LLK, DyO,6.1 ¡À 0.1,EI,Dysprosium monoxide,"Ackermann, Rauh, et al., 1976"
 12401-65-9,, I,7.64,PI,Disodium diiodide,"Berkowitz and Chupka, 1966"
 14447-89-3,RDSH, I,10.4 ¡À 0.4,EI,Tungsten diiodide dioxide,"Gupta, 1969"
 13718-50-8,LBLHLM, BaI,8.6,S,barium iodide,"Emons, Kiessling, et al., 1982"
 12524-20-8,LL, BaI,5.08 ¡À 0.04,EVAL,Barium monoiodide,"Belyaev, Gotkis, et al., 1990"
 11093-56-4,, Cd,7.8,PI,Dicadmium,"Ruppel and Rademann, 1992"
 7790-29-6,LBLHLM, IRb,7.2 ¡À 0.4,EI,rubidium iodide,"Emons, Horlbeck, et al., 1982"
 10476-86-5,LBLHLM, I,9.1,S,strontium iodide,"Emons, Kiessling, et al., 1982"
 32248-43-4,, I,9.0 ¡À 0.2,EI,Samarium diiodide,"Hirayama, Castle, et al., 1974"
 10294-70-9,LBLHLM, I,8.9,PE,tin diiodide,"Novak and Potts, 1984"
 37279-36-0,Vertical value; , I,9.23 ¡À 0.06,PE,Dilithium diiodide,"Potts and Lee, 1979"
 10101-63-0,LLK, I,8.86 ¡À 0.03,PI,lead diiodide,"Berkowitz, 1971"
 10377-58-9,LLK, I,9.57 ¡À 0.03,PI,magnesium iodide,"Berkowitz, 1971"
 7553-56-2,LL, I,9.3074 ¡À 0.0002,TE,Iodine,"Cockett, Donovan, et al., 1996"
